tract,no_vehicle,no_vehicle_universe,no_vehicle_pct,sup_dist,csa,spa,ESRI_OID,Shape__Area,Shape__Length
06037296402,31,1145,2.7,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,5946,11357464.06,16116.82199
06037296500,121,1214,10,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,5947,9789058.328,13598.19044
06037296600,469,2107,22.3,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,5948,9063585.313,12269.87048
06037296901,141,1568,9,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,5949,6646845.772,11354.58825
06037296902,128,1569,8.2,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,5950,5307206.017,12001.51081
06037297001,0,622,0,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,5951,7727721.953,13925.10222
06037297002,23,1700,1.4,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,5952,8142216.159,12365.45782
06037297110,280,1569,17.8,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,5953,5247384.733,9163.59535
06037297120,95,1076,8.8,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,5954,4725188.269,9976.874341
06037297201,117,1483,7.9,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,5955,4350600.562,8255.811567
06037297202,194,1556,12.5,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,5956,6198576.314,9987.20326
06037297300,18,781,2.3,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,5957,13002515.01,18304.11237
06037297400,80,1599,5,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,5958,21748189.81,20186.89098
06037297501,81,1033,7.8,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,5959,11662627.66,20684.30045
06037297502,114,991,11.5,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,5960,10264962.33,17170.93397
06037297601,16,1255,1.3,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,5961,7882240.131,18202.0294
06037297602,133,1697,7.8,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,5962,6574072.356,12185.29497
06037300100,99,2102,4.7,District 5,Unincorporated - La Crescenta-Montrose,SPA 2 - San Fernando,5963,50630231.29,29108.23072
06037300200,154,1827,8.4,District 5,Unincorporated - La Crescenta-Montrose,SPA 2 - San Fernando,5964,20837820.04,21680.36018
06037300301,27,2024,1.3,District 5,City of Glendale,SPA 2 - San Fernando,5965,66005815.61,40754.61304
06037300400,10,1904,0.5,District 5,City of Glendale,SPA 2 - San Fernando,5966,21730494.88,23706.55403
06037300501,52,1025,5.1,District 5,Unincorporated - La Crescenta-Montrose,SPA 2 - San Fernando,5967,13649413.26,19872.27771
06037300503,47,2213,2.1,District 5,Unincorporated - La Crescenta-Montrose,SPA 2 - San Fernando,5968,11694890.02,15544.89285
06037300601,212,2126,10,District 5,City of Glendale,SPA 2 - San Fernando,5969,7845815.159,16812.22668
06037300602,96,1346,7.1,District 5,City of Glendale,SPA 2 - San Fernando,5970,16291737.69,23229.16379
06037300701,64,2021,3.2,District 5,City of Glendale,SPA 2 - San Fernando,5971,144236000.8,64161.42675
06037300702,141,2087,6.8,District 5,City of Glendale,SPA 2 - San Fernando,5972,123675265.8,65800.8594
06037300800,82,2744,3,District 5,City of Glendale,SPA 2 - San Fernando,5973,65833219.54,44428.45112
06037300901,40,2050,2,District 5,City of Glendale,SPA 2 - San Fernando,5974,74916984.64,42058.82635
06037300902,5,762,0.7,District 5,City of Glendale,SPA 2 - San Fernando,5975,46938618.1,36143.00039
06037980008,0,33,0,District 3,Los Angeles - Van Nuys,SPA 2 - San Fernando,5976,36520470.25,33527.73666
06037301000,90,2018,4.5,District 5,City of Glendale,SPA 2 - San Fernando,5977,22416556,20656.06776
06037301100,126,2840,4.4,District 5,City of Glendale,SPA 2 - San Fernando,5978,14379263.82,18268.59564
06037980009,0,0,,District 5,Los Angeles - Los Feliz,SPA 4 - Metro,5979,228426493.8,78138.60174
06037301203,224,1822,12.3,District 5,City of Glendale,SPA 2 - San Fernando,5980,5858005.725,10508.18847
06037301204,249,2169,11.5,District 5,City of Glendale,SPA 2 - San Fernando,5981,4440368.949,8676.58345
06037301205,56,713,7.9,District 5,City of Glendale,SPA 2 - San Fernando,5982,8346100.029,12788.32699
06037301206,196,1786,11,District 5,City of Glendale,SPA 2 - San Fernando,5983,8886947.813,13369.6078
06037301300,8,682,1.2,District 5,City of Glendale,SPA 2 - San Fernando,5984,12607146.07,18862.7009
06037301400,21,1251,1.7,District 5,City of Glendale,SPA 2 - San Fernando,5985,17216963.66,19081.82059
06037301501,39,570,6.8,District 5,City of Glendale,SPA 2 - San Fernando,5986,6522353.1,14080.93088
06037301502,352,2394,14.7,District 5,City of Glendale,SPA 2 - San Fernando,5987,7276905.863,15094.37939
06037301601,636,2274,28,District 5,City of Glendale,SPA 2 - San Fernando,5988,24223119.68,25957.08266
06037301602,75,1599,4.7,District 5,City of Glendale,SPA 2 - San Fernando,5989,10834400.92,15313.74578
06037301701,106,1014,10.5,District 5,City of Glendale,SPA 2 - San Fernando,5990,10152082.54,15491.42428
06037301702,255,2133,12,District 5,City of Glendale,SPA 2 - San Fernando,5991,8902944.94,12255.07793
06037301801,236,2402,9.8,District 5,City of Glendale,SPA 2 - San Fernando,5992,7768177.19,11130.71877
06037301802,130,2279,5.7,District 5,City of Glendale,SPA 2 - San Fernando,5993,5105460.74,9429.200085
06037301901,76,1826,4.2,District 5,City of Glendale,SPA 2 - San Fernando,5994,4955932.398,9778.063373
06037301902,112,1017,11,District 5,City of Glendale,SPA 2 - San Fernando,5995,6808225.885,12623.49992
06037302002,204,1761,11.6,District 5,City of Glendale,SPA 2 - San Fernando,5996,5417587.646,9619.991396
06037302003,199,1497,13.3,District 5,City of Glendale,SPA 2 - San Fernando,5997,2544760.936,6616.422467
06037302004,200,1557,12.8,District 5,City of Glendale,SPA 2 - San Fernando,5998,3654738.13,7714.901916
06037302102,249,2318,10.7,District 5,City of Glendale,SPA 2 - San Fernando,5999,11202904.77,17922.64182
06037302103,333,1853,18,District 5,City of Glendale,SPA 2 - San Fernando,6000,5929508.31,9558.607277
06037302104,148,1384,10.7,District 5,City of Glendale,SPA 2 - San Fernando,6001,6180959.604,12259.22029
06037302201,572,1784,32.1,District 5,City of Glendale,SPA 2 - San Fernando,6002,5358036.83,10678.2494
06037302202,415,1960,21.2,District 5,City of Glendale,SPA 2 - San Fernando,6003,5501323.357,10954.15269
06037302301,211,1325,15.9,District 5,City of Glendale,SPA 2 - San Fernando,6004,7553840.751,13007.89142
06037302302,309,1885,16.4,District 5,City of Glendale,SPA 2 - San Fernando,6005,6883613.493,11786.80556
06037302503,295,1443,20.4,District 5,City of Glendale,SPA 2 - San Fernando,6006,3510769.629,9965.307807
06037302504,250,1371,18.2,District 5,City of Glendale,SPA 2 - San Fernando,6007,4054922.616,11446.00505
06037302505,329,1481,22.2,District 5,City of Glendale,SPA 2 - San Fernando,6008,5957601.315,15531.78669
06037302506,215,1230,17.5,District 5,City of Glendale,SPA 2 - San Fernando,6009,9636277.055,14878.52321
06037310100,0,2000,0,District 5,City of Burbank,SPA 2 - San Fernando,6010,140962898.2,57067.51758
06037310201,71,2050,3.5,District 5,City of Burbank,SPA 2 - San Fernando,6011,11796359.64,13936.71231
06037310202,121,1890,6.4,District 5,City of Burbank,SPA 2 - San Fernando,6012,9770842.137,13449.11883
06037310300,10,1131,0.9,District 5,City of Burbank,SPA 2 - San Fernando,6013,11360593.6,18596.26485
06037310400,26,1249,2.1,District 5,City of Burbank,SPA 2 - San Fernando,6014,15082475.89,20217.80777
06037310501,119,1599,7.4,District 5,City of Burbank,SPA 2 - San Fernando,6015,20963422.02,24827.42813
06037310601,252,2436,10.3,District 5,City of Burbank,SPA 2 - San Fernando,6016,11177502.23,18706.74485
06037310602,51,1151,4.4,District 5,City of Burbank,SPA 2 - San Fernando,6017,9484828.124,13309.73872
06037310701,346,1141,30.3,District 5,City of Burbank,SPA 2 - San Fernando,6018,5677341.239,11300.70862
06037310703,304,1903,16,District 5,City of Burbank,SPA 2 - San Fernando,6019,10636926.6,16037.11281
06037310704,489,2225,22,District 5,City of Burbank,SPA 2 - San Fernando,6020,5333001.329,9704.479749
06037310705,485,1368,35.5,District 5,City of Burbank,SPA 2 - San Fernando,6021,5979763.365,10127.25781
06037310800,249,2327,10.7,District 5,City of Burbank,SPA 2 - San Fernando,6022,23099262.66,23535.00767
06037310900,66,2495,2.6,District 5,City of Burbank,SPA 2 - San Fernando,6023,23368248.25,21420.28099
06037311000,93,1493,6.2,District 5,City of Burbank,SPA 2 - San Fernando,6024,14246451.77,15607.49739
06037311100,51,1524,3.3,District 5,City of Burbank,SPA 2 - San Fernando,6025,18355393.49,18011.4663
06037311200,17,1348,1.3,District 5,City of Burbank,SPA 2 - San Fernando,6026,10652167.72,13819.9565
06037311300,50,1639,3.1,District 5,City of Burbank,SPA 2 - San Fernando,6027,13153921.17,14547.12276
06037311400,50,986,5.1,District 5,City of Burbank,SPA 2 - San Fernando,6028,10104705.75,15208.45971
06037311500,35,2365,1.5,District 5,City of Burbank,SPA 2 - San Fernando,6029,16117973.79,16059.79898
06037311601,9,865,1,District 5,City of Burbank,SPA 2 - San Fernando,6030,18452308.28,18330.46493
06037311602,314,2420,13,District 5,City of Burbank,SPA 2 - San Fernando,6031,12179364.98,16988.62225
06037311700,73,2783,2.6,District 5,City of Burbank,SPA 2 - San Fernando,6032,25268821.69,20833.79305
06037311801,51,1334,3.8,District 5,City of Burbank,SPA 2 - San Fernando,6033,6630448.227,11856.33499
06037311802,128,1635,7.8,District 5,City of Burbank,SPA 2 - San Fernando,6034,8840830.958,12277.88582
06037320101,40,1008,4,District 3,City of San Fernando,SPA 2 - San Fernando,6035,7238442.627,10705.30701
06037320102,29,917,3.2,District 3,City of San Fernando,SPA 2 - San Fernando,6036,13134937.15,16192.77464
06037320201,123,1144,10.8,District 3,City of San Fernando,SPA 2 - San Fernando,6037,9919370.219,16377.30771
06037320202,10,1412,0.7,District 3,City of San Fernando,SPA 2 - San Fernando,6038,17403343.13,18454.84924
06037320300,175,1936,9,District 3,City of San Fernando,SPA 2 - San Fernando,6039,18311304.69,18133.03806
06037400205,0,839,0,District 5,City of Claremont,SPA 3 - San Gabriel,6040,257269945.4,83970.914
06037400206,14,1781,0.8,District 5,City of Claremont,SPA 3 - San Gabriel,6041,36012647.43,31630.95704
06037400207,0,1474,0,District 5,City of La Verne,SPA 3 - San Gabriel,6042,53926703.7,54737.76135
06037400208,0,490,0,District 5,City of La Verne,SPA 3 - San Gabriel,6043,8927767.327,13629.6612
06037400209,93,1620,5.7,District 5,City of La Verne,SPA 3 - San Gabriel,6044,73713619.68,40033.74386
06037400304,68,2777,2.4,District 5,City of San Dimas,SPA 3 - San Gabriel,6045,34275675.25,32601.82562
06037400402,14,1328,1.1,District 5,City of Glendora,SPA 3 - San Gabriel,6046,46905463.61,39761.22989
06037400403,52,1386,3.8,District 5,City of San Dimas,SPA 3 - San Gabriel,6047,141579543.5,57452.26708
06037400404,0,1394,0,District 5,City of Glendora,SPA 3 - San Gabriel,6048,174187213.8,69528.98594
06037400501,17,683,2.5,District 5,City of Glendora,SPA 3 - San Gabriel,6049,126474664.7,53849.26562
06037400602,0,1356,0,District 1,City of Azusa,SPA 3 - San Gabriel,6050,16399655.42,21216.46292
06037400603,28,1744,1.6,District 1,City of Azusa,SPA 3 - San Gabriel,6051,98796139.92,63990.88575
06037400605,53,2221,2.4,District 1,City of Azusa,SPA 3 - San Gabriel,6052,53741797.8,36422.72476
06037400801,21,1941,1.1,District 5,City of Glendora,SPA 3 - San Gabriel,6053,38549539.07,26429.4017
06037401001,7,966,0.7,District 5,City of Glendora,SPA 3 - San Gabriel,6054,15614639.76,15801.73146
06037401002,95,1615,5.9,District 5,City of Glendora,SPA 3 - San Gabriel,6055,15796677.2,15899.9406
06037401101,66,1903,3.5,District 5,City of Glendora,SPA 3 - San Gabriel,6056,32252018.57,24742.77499
06037401102,12,1299,0.9,District 5,City of Glendora,SPA 3 - San Gabriel,6057,13990094.43,15706.16632
06037401201,33,1055,3.1,District 5,City of Glendora,SPA 3 - San Gabriel,6058,25203725.19,23432.11697
06037401202,8,1361,0.6,District 5,City of Glendora,SPA 3 - San Gabriel,6059,34313906.07,25872.45919
06037401203,77,1599,4.8,District 5,City of Glendora,SPA 3 - San Gabriel,6060,20569307.97,18831.29835
06037401303,48,783,6.1,District 5,City of San Dimas,SPA 3 - San Gabriel,6061,62135563.86,41210.1444
06037401304,34,1850,1.8,District 5,City of San Dimas,SPA 3 - San Gabriel,6062,106496020.9,67410.02092
06037401311,75,2299,3.3,District 5,City of San Dimas,SPA 3 - San Gabriel,6063,46100076.39,31360.4798
06037401312,191,1802,10.6,District 5,City of San Dimas,SPA 3 - San Gabriel,6064,30386408.34,24195.22509
06037401500,29,1779,1.6,District 1,City of La Verne,SPA 3 - San Gabriel,6065,50922073.73,45255.88194
06037401601,133,2301,5.8,District 5,City of La Verne,SPA 3 - San Gabriel,6066,27887783.16,28929.60642
06037401602,124,2190,5.7,District 5,City of La Verne,SPA 3 - San Gabriel,6067,21834475.18,18976.64372
06037401705,46,927,5,District 5,City of Claremont,SPA 3 - San Gabriel,6068,17315583.38,21552.55515
06037401706,177,1597,11.1,District 1,City of Pomona,SPA 3 - San Gabriel,6069,13313677.58,18816.57404
06037401707,373,2737,13.6,District 1,City of Pomona,SPA 3 - San Gabriel,6070,22827240.31,24435.54162
06037401801,57,1564,3.6,District 5,City of Claremont,SPA 3 - San Gabriel,6071,38314920.02,25332.79623
06037401802,56,1351,4.1,District 5,City of Claremont,SPA 3 - San Gabriel,6072,26326798.86,20507.68198
06037401901,13,97,13.4,District 5,City of Claremont,SPA 3 - San Gabriel,6073,18501398.78,18352.01428
06037401902,398,2935,13.6,District 5,City of Claremont,SPA 3 - San Gabriel,6074,28658505.56,24752.41567
06037402001,15,1354,1.1,District 5,City of Claremont,SPA 3 - San Gabriel,6075,15719655.88,18508.05313
06037402002,169,1619,10.4,District 5,City of Claremont,SPA 3 - San Gabriel,6076,17796846.78,17628.02113
06037402101,6,1070,0.6,District 1,City of Pomona,SPA 3 - San Gabriel,6077,12898882.08,17651.95535
06037402102,14,1290,1.1,District 1,City of Pomona,SPA 3 - San Gabriel,6078,24758097.97,20813.04675
06037402200,53,2125,2.5,District 1,City of Pomona,SPA 3 - San Gabriel,6079,68339407.14,45424.85887
06037402301,112,1397,8,District 1,City of Pomona,SPA 3 - San Gabriel,6080,14469730.06,16679.63588
06037402303,70,1068,6.6,District 1,City of Pomona,SPA 3 - San Gabriel,6081,9997929.029,13504.33884
06037402304,84,1025,8.2,District 1,City of Pomona,SPA 3 - San Gabriel,6082,7510602.438,14803.96057
06037402403,61,1111,5.5,District 1,City of Pomona,SPA 3 - San Gabriel,6083,21958282.42,31657.25253
06037402404,0,4,0,District 1,Unincorporated - Pomona,SPA 3 - San Gabriel,6084,44195676.09,35663.18588
06037402405,13,557,2.3,District 1,City of Pomona,SPA 3 - San Gabriel,6085,10899580.94,17359.63532
06037402406,44,1297,3.4,District 1,City of Pomona,SPA 3 - San Gabriel,6086,12578590.39,14323.57975
06037402501,196,1358,14.4,District 1,City of Pomona,SPA 3 - San Gabriel,6087,11216841.37,15458.75971
06037402503,19,1113,1.7,District 1,City of Pomona,SPA 3 - San Gabriel,6088,9438048.982,12811.70884
06037402504,91,785,11.6,District 1,City of Pomona,SPA 3 - San Gabriel,6089,6460042.31,10587.26896
06037402601,103,772,13.3,District 1,City of Pomona,SPA 3 - San Gabriel,6090,11117136.64,17688.93684
06037402602,197,1887,10.4,District 1,City of Pomona,SPA 3 - San Gabriel,6091,13517328.39,15292.90344
06037402702,197,1425,13.8,District 1,City of Pomona,SPA 3 - San Gabriel,6092,16103320.32,18394.94377
06037402703,52,1348,3.9,District 1,City of Pomona,SPA 3 - San Gabriel,6093,11462214.83,18753.89371
06037402705,4,896,0.4,District 1,City of Pomona,SPA 3 - San Gabriel,6094,9314329.827,12971.27103
06037402706,110,973,11.3,District 1,City of Pomona,SPA 3 - San Gabriel,6095,11470814.47,13790.52151
06037402801,121,1167,10.4,District 1,City of Pomona,SPA 3 - San Gabriel,6096,19570734.17,22076.28776
06037402803,32,730,4.4,District 1,City of Pomona,SPA 3 - San Gabriel,6097,6782161.097,10582.13901
06037402804,51,990,5.2,District 1,City of Pomona,SPA 3 - San Gabriel,6098,14173729.1,16157.1581
06037402902,160,1713,9.3,District 1,City of Pomona,SPA 3 - San Gabriel,6099,19841932.17,20582.38302
06037402903,117,959,12.2,District 1,City of Pomona,SPA 3 - San Gabriel,6100,17098139.44,16949.88044
06037402904,29,877,3.3,District 1,City of Pomona,SPA 3 - San Gabriel,6101,20545177.44,20768.15254
06037403000,138,1630,8.5,District 1,City of Pomona,SPA 3 - San Gabriel,6102,25935118.1,25674.65416
06037403305,6,679,0.9,District 1,City of Diamond Bar,SPA 3 - San Gabriel,6103,15852928.93,16169.60514
06037403316,46,2582,1.8,District 1,City of Diamond Bar,SPA 3 - San Gabriel,6104,31227870.43,28407.35141
06037403317,42,1670,2.5,District 1,City of Pomona,SPA 3 - San Gabriel,6105,45249838.15,38495.64754
06037403318,18,2044,0.9,District 1,City of Pomona,SPA 3 - San Gabriel,6106,36313472.56,30162.66179
06037403319,77,1666,4.6,District 1,City of Diamond Bar,SPA 3 - San Gabriel,6107,23949384.99,19902.26046
06037403320,14,1600,0.9,District 1,City of Diamond Bar,SPA 3 - San Gabriel,6108,42268290.52,28539.83007
06037403321,128,1733,7.4,District 1,City of Diamond Bar,SPA 3 - San Gabriel,6109,68491573.22,40641.07392
06037403323,21,1715,1.2,District 1,City of Diamond Bar,SPA 3 - San Gabriel,6110,33794601.77,26854.33916
06037403324,13,2190,0.6,District 1,City of Diamond Bar,SPA 3 - San Gabriel,6111,85652892.21,45729.97643
06037403325,35,1546,2.3,District 1,Unincorporated - Rowland Heights,SPA 3 - San Gabriel,6112,184120306.1,82994.06112
06037403326,36,669,5.4,District 1,City of Diamond Bar,SPA 3 - San Gabriel,6113,20893976.2,27695.63947
06037403327,18,827,2.2,District 1,City of Industry,SPA 3 - San Gabriel,6114,95594101.14,58739.23266
06037403328,65,1719,3.8,District 1,City of Diamond Bar,SPA 3 - San Gabriel,6115,30156996.16,30930.70102
06037403401,28,1445,1.9,District 1,City of Walnut,SPA 3 - San Gabriel,6116,24291577.82,31329.9466
06037403402,22,988,2.2,District 1,City of Walnut,SPA 3 - San Gabriel,6117,18571800.98,17426.78449
06037403403,16,1667,1,District 1,City of Walnut,SPA 3 - San Gabriel,6118,42248763.23,42482.96124
06037403404,7,644,1.1,District 1,City of Walnut,SPA 3 - San Gabriel,6119,25501443.04,24508.94091
06037403407,6,650,0.9,District 1,City of Walnut,SPA 3 - San Gabriel,6120,50545933.39,36577.1984
06037403408,27,1997,1.4,District 1,City of Walnut,SPA 3 - San Gabriel,6121,34523037.86,25578.82773
06037403409,71,1272,5.6,District 1,City of Walnut,SPA 3 - San Gabriel,6122,50692519.39,37923.91967
06037403500,78,527,14.8,District 1,Unincorporated - Covina,SPA 3 - San Gabriel,6123,52900904.69,37011.72066
06037403601,18,2194,0.8,District 1,City of Covina,SPA 3 - San Gabriel,6124,52804692.11,37368.84743
06037403702,22,1265,1.7,District 1,City of Covina,SPA 3 - San Gabriel,6125,18411294.79,18679.93088
06037403703,99,1488,6.7,District 5,City of San Dimas,SPA 3 - San Gabriel,6126,23344441.35,22187.89671
06037403721,138,1771,7.8,District 1,City of Covina,SPA 3 - San Gabriel,6127,20400845.76,20593.09047
06037403722,11,1688,0.7,District 1,City of Covina,SPA 3 - San Gabriel,6128,19439753.58,18579.5406
06037403801,84,2103,4,District 5,Unincorporated - Covina (Charter Oak),SPA 3 - San Gabriel,6129,20296824.08,21430.16348
06037403802,56,2164,2.6,District 5,Unincorporated - Covina (Charter Oak),SPA 3 - San Gabriel,6130,13957913.56,15924.85067
06037403901,5,895,0.6,District 5,City of Glendora,SPA 3 - San Gabriel,6131,13577493.94,16931.34091
06037403902,27,1519,1.8,District 5,City of Glendora,SPA 3 - San Gabriel,6132,22760108.85,18615.39248
06037404000,165,1329,12.4,District 1,Unincorporated - Azusa,SPA 3 - San Gabriel,6133,14226603.91,16068.91529
06037404100,17,1447,1.2,District 1,Unincorporated - Azusa,SPA 3 - San Gabriel,6134,14636993.53,16139.93707
06037404201,75,944,7.9,District 1,City of Azusa,SPA 3 - San Gabriel,6135,9956456.542,13460.79382
06037404203,36,821,4.4,District 1,Unincorporated - Azusa,SPA 3 - San Gabriel,6136,6947296.411,10555.76688
06037404301,105,1415,7.4,District 1,City of Azusa,SPA 3 - San Gabriel,6137,11991064.21,13912.43624
06037404302,0,610,0,District 1,City of Azusa,SPA 3 - San Gabriel,6138,6618697.209,10268.01239
06037404401,24,1013,2.4,District 1,City of Azusa,SPA 3 - San Gabriel,6139,15575096.47,19965.33741
06037404402,50,1174,4.3,District 1,City of Azusa,SPA 3 - San Gabriel,6140,36232074.3,27947.17185
06037404501,11,716,1.5,District 1,City of Azusa,SPA 3 - San Gabriel,6141,8564304.777,13739.64305
06037404503,39,816,4.8,District 1,City of Azusa,SPA 3 - San Gabriel,6142,7056612.66,10647.91702
06037404504,210,1345,15.6,District 1,City of Azusa,SPA 3 - San Gabriel,6143,7107181.997,10608.75666
06037404600,37,416,8.9,District 1,City of Irwindale,SPA 3 - San Gabriel,6144,267656400,128183.1697
06037404701,30,1287,2.3,District 1,City of Baldwin Park,SPA 3 - San Gabriel,6145,18209431.4,18131.46396
06037404702,45,1359,3.3,District 1,City of Baldwin Park,SPA 3 - San Gabriel,6146,12499953.1,16182.22787
06037404703,25,711,3.5,District 1,City of Baldwin Park,SPA 3 - San Gabriel,6147,14092403.35,23492.77524
06037404804,18,1061,1.7,District 1,City of Baldwin Park,SPA 3 - San Gabriel,6148,10191726.28,13759.99486
06037404805,94,728,12.9,District 1,City of Baldwin Park,SPA 3 - San Gabriel,6149,4861665.609,8754.577215
06037404806,74,1495,4.9,District 1,City of Baldwin Park,SPA 3 - San Gabriel,6150,16506072.07,18910.77634
06037404901,0,1331,0,District 1,City of Baldwin Park,SPA 3 - San Gabriel,6151,12261346.62,14494.80118
06037404902,38,865,4.4,District 1,City of Baldwin Park,SPA 3 - San Gabriel,6152,7467003.619,11500.05563
06037404903,12,618,1.9,District 1,City of Baldwin Park,SPA 3 - San Gabriel,6153,5973562.22,10489.37231
06037405001,31,1329,2.3,District 1,City of Baldwin Park,SPA 3 - San Gabriel,6154,18308765.09,19200.33912
06037405002,10,707,1.4,District 1,City of Baldwin Park,SPA 3 - San Gabriel,6155,9499941.085,12525.37763
06037405101,24,1239,1.9,District 1,City of Baldwin Park,SPA 3 - San Gabriel,6156,12048533.37,14746.61828
06037405102,188,1390,13.5,District 1,City of Baldwin Park,SPA 3 - San Gabriel,6157,10230304.54,15430.37686
06037405201,21,1398,1.5,District 1,City of Baldwin Park,SPA 3 - San Gabriel,6158,14562064.83,17731.31359
06037405202,131,1144,11.5,District 1,City of Baldwin Park,SPA 3 - San Gabriel,6159,10257609.03,13372.34647
06037405203,8,683,1.2,District 1,City of Baldwin Park,SPA 3 - San Gabriel,6160,7682965.538,13607.06701
06037405301,83,957,8.7,District 1,City of West Covina,SPA 3 - San Gabriel,6161,8901118.332,19148.15382
06037405302,40,1579,2.5,District 1,City of West Covina,SPA 3 - San Gabriel,6162,19352429.78,21880.95601
06037405400,26,1250,2.1,District 1,Unincorporated - Covina,SPA 3 - San Gabriel,6163,14249791.42,20318.20097
06037405500,57,1854,3.1,District 1,City of West Covina,SPA 3 - San Gabriel,6164,20070042.91,20060.00387
06037405600,185,1677,11,District 1,City of West Covina,SPA 3 - San Gabriel,6165,22900755.59,23550.19411
06037405701,18,1104,1.6,District 1,Unincorporated - Covina,SPA 3 - San Gabriel,6166,11004308.15,14380.35112
06037405702,43,1562,2.8,District 1,City of Covina,SPA 3 - San Gabriel,6167,14814917,16435.01535
06037405800,10,1748,0.6,District 1,City of Covina,SPA 3 - San Gabriel,6168,20434025.33,20932.96609
06037405900,76,1302,5.8,District 1,City of Covina,SPA 3 - San Gabriel,6169,14218395.24,15922.84585
06037406000,54,1505,3.6,District 1,City of Covina,SPA 3 - San Gabriel,6170,20536047.93,26184.28894
06037406101,44,1223,3.6,District 1,City of Covina,SPA 3 - San Gabriel,6171,14936056.64,17571.64306
06037406103,186,2821,6.6,District 1,City of Covina,SPA 3 - San Gabriel,6172,23750734.05,23873.69393
06037406201,236,1258,18.8,District 1,City of West Covina,SPA 3 - San Gabriel,6173,8581586.149,15669.74693
06037406300,27,1845,1.5,District 1,City of West Covina,SPA 3 - San Gabriel,6174,57981527.64,34015.20306
06037406413,109,2055,5.3,District 1,City of West Covina,SPA 3 - San Gabriel,6175,34177560.24,27657.34796
06037406500,25,1917,1.3,District 1,City of West Covina,SPA 3 - San Gabriel,6176,22005239.18,20242.9818
06037406601,144,1432,10.1,District 1,City of West Covina,SPA 3 - San Gabriel,6177,21186357.71,18623.57766
06037406602,91,1274,7.1,District 1,City of West Covina,SPA 3 - San Gabriel,6178,17123035.59,18516.28978
06037406701,15,913,1.6,District 1,City of West Covina,SPA 3 - San Gabriel,6179,10148195.44,13554.25651
06037406702,37,1962,1.9,District 1,City of West Covina,SPA 3 - San Gabriel,6180,30469700.02,24007.95109
06037406801,50,1277,3.9,District 1,City of West Covina,SPA 3 - San Gabriel,6181,18663501.11,23849.54455
06037406903,141,2082,6.8,District 1,Unincorporated - Bassett,SPA 3 - San Gabriel,6182,21082529.91,19519.81253
06037407001,39,1238,3.2,District 1,Unincorporated - Bassett,SPA 3 - San Gabriel,6183,10738739.59,14062.23387
06037407002,25,699,3.6,District 1,City of Industry,SPA 3 - San Gabriel,6184,34111705.14,25658.35217
06037407101,119,1114,10.7,District 1,City of La Puente,SPA 3 - San Gabriel,6185,12251102.2,15224.6002
06037407102,33,1300,2.5,District 1,City of La Puente,SPA 3 - San Gabriel,6186,9930178.492,14539.61686
06037407201,15,836,1.8,District 1,City of La Puente,SPA 3 - San Gabriel,6187,6955646.683,11309.02337
06037407202,18,761,2.4,District 1,City of La Puente,SPA 3 - San Gabriel,6188,8682556.024,13374.51423
06037407301,51,928,5.5,District 1,Unincorporated - West Puente Valley,SPA 3 - San Gabriel,6189,10633047.61,15254.57865
06037407302,86,817,10.5,District 1,Unincorporated - West Puente Valley,SPA 3 - San Gabriel,6190,8679660.535,12141.73957
06037407400,10,538,1.9,District 1,City of West Covina,SPA 3 - San Gabriel,6191,6534892.613,10297.42925
06037407501,15,981,1.5,District 1,Unincorporated - Valinda,SPA 3 - San Gabriel,6192,12165499.52,16937.95859
06037407502,6,812,0.7,District 1,Unincorporated - Valinda,SPA 3 - San Gabriel,6193,11081593.42,15717.26347
06037407601,52,1043,5,District 1,City of La Puente,SPA 3 - San Gabriel,6194,8434235.212,11670.33266
06037407602,33,1036,3.2,District 1,City of La Puente,SPA 3 - San Gabriel,6195,9948071.741,13193.08283
06037407701,65,1060,6.1,District 1,City of La Puente,SPA 3 - San Gabriel,6196,12402985.58,15424.4692
06037407702,49,1762,2.8,District 1,City of La Puente,SPA 3 - San Gabriel,6197,21579956.12,22626.27325
06037407801,18,1014,1.8,District 1,Unincorporated - Valinda,SPA 3 - San Gabriel,6198,11508847.83,13102.53337
06037407802,17,741,2.3,District 1,City of Industry,SPA 3 - San Gabriel,6199,33598565.57,30414.80785
06037407901,11,885,1.2,District 1,Unincorporated - Valinda,SPA 3 - San Gabriel,6200,11102395.96,14077.81264
06037407902,21,524,4,District 1,City of West Covina,SPA 3 - San Gabriel,6201,5075594.794,9633.17854
